Data,Empresa,Categoria,Produto,Quantidade,Quantidade Prevista,Preço,Preço Americanas,Preço Martins,Preço Vila Nova,Preço Recomendado Minimo,Preço Recomendado Medio,Preco AI
6/30/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6480.950178,6613.950178,1.99,2.29,1.69,1.43,1.39,1.80,1.60
7/1/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6342.213286,5389.213286,2.04,1.49,1.16,1.13,1.10,1.26,1.18
7/2/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6733.926482,6045.926482,1.53,2.29,1.43,2.23,1.39,1.98,1.69
7/3/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6542.852722,6738.852722,2.92,2.29,1.24,1.96,1.20,1.83,1.52
7/4/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6359.242804,6451.242804,1.40,1.36,1.69,1.85,1.32,1.63,1.48
7/5/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6481.59019,5653.59019,1.43,2.29,1.41,1.32,1.28,1.67,1.48
7/6/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6379.030125,7188.030125,2.84,1.61,2.29,2.09,1.56,2.00,1.78
7/7/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6257.849301,6034.849301,2.18,2.29,1.12,1.28,1.09,1.56,1.32
7/8/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6523.919196,5719.919196,1.99,2.29,1.76,1.80,1.71,1.95,1.83
7/9/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6388.917107,7348.917107,2.25,1.65,1.69,2.09,1.60,1.81,1.71
7/10/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6518.883724,7061.883724,2.46,1.92,1.69,1.48,1.44,1.70,1.57
7/11/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6620.971348,7592.971348,1.99,1.49,2.32,2.09,1.45,1.97,1.71
7/12/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6251.502004,5786.502004,1.99,2.78,2.16,2.13,1.93,2.36,2.14
7/13/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6728.696617,6896.696617,1.26,2.29,1.69,1.71,1.22,1.90,1.56
7/14/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6389.095316,7256.095316,1.99,3.28,1.69,2.09,1.64,2.35,2.00
7/15/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6333.701032,5529.701032,1.77,2.72,1.70,2.09,1.65,2.17,1.91
7/16/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6513.298724,7337.298724,1.99,2.18,1.79,1.68,1.63,1.88,1.76
7/17/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6559.833078,6329.833078,2.17,2.29,1.63,2.13,1.58,2.02,1.80
7/18/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6327.643261,6461.643261,1.44,2.05,1.69,1.85,1.40,1.86,1.63
7/19/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6261.212768,5626.212768,1.99,1.66,1.69,2.00,1.61,1.78,1.70
7/20/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6322.277822,5342.277822,1.61,3.24,1.45,2.63,1.41,2.44,1.92
7/21/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6616.583802,6346.583802,2.41,2.73,1.69,2.86,1.64,2.43,2.03
7/22/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6522.046847,5847.046847,1.99,2.29,1.69,2.09,1.64,2.02,1.83
7/23/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6392.115889,6227.115889,2.25,2.29,1.69,2.09,1.64,2.02,1.83
7/24/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6266.951768,6422.951768,2.83,2.29,2.49,2.50,2.22,2.43,2.32
7/25/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6540.486919,6289.486919,2.08,1.63,1.68,2.09,1.58,1.80,1.69
7/26/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6552.72327,7174.72327,2.05,2.78,1.67,2.88,1.62,2.44,2.03
7/27/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6369.161631,5395.161631,2.35,2.44,1.74,1.91,1.69,2.03,1.86
7/28/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6544.95625,5644.95625,2.46,2.29,1.69,1.75,1.64,1.91,1.77
7/29/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6544.896252,6924.896252,1.99,1.43,1.19,1.10,1.07,1.24,1.15
7/30/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6631.318282,5675.318282,1.81,3.27,1.40,2.09,1.36,2.25,1.81
7/31/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6511.423919,7134.423919,1.99,2.56,1.20,2.09,1.16,1.95,1.56
8/1/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6416.82241,5738.82241,1.29,1.58,1.24,2.09,1.20,1.64,1.42
8/2/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6393.990917,7132.990917,1.73,2.29,1.38,3.06,1.34,2.24,1.79
8/3/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6732.162315,6108.162315,1.99,2.52,2.21,2.09,1.93,2.27,2.10
8/4/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6658.94865,6751.94865,1.99,2.29,1.69,2.93,1.64,2.30,1.97
8/5/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6576.334243,5705.334243,2.42,2.68,1.69,2.09,1.64,2.15,1.90
8/6/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6609.486154,7284.486154,1.99,2.61,1.11,2.09,1.08,1.94,1.51
8/7/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6292.770635,6159.770635,2.87,3.05,1.69,1.97,1.64,2.24,1.94
8/8/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6643.992986,6074.992986,2.65,2.29,1.69,1.83,1.64,1.94,1.79
8/9/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6654.386356,7371.386356,2.41,3.12,1.12,2.09,1.09,2.11,1.60
8/10/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6393.022978,6979.022978,1.65,1.68,1.18,2.09,1.14,1.65,1.40
8/11/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6528.327212,6816.327212,1.99,1.52,0.89,2.09,0.86,1.50,1.18
8/12/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6707.628163,6822.628163,1.99,3.11,1.19,2.52,1.15,2.27,1.71
8/13/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6252.606253,6079.606253,2.85,3.28,1.94,2.09,1.88,2.44,2.16
8/14/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6466.497819,5801.497819,2.27,2.29,2.32,1.40,1.36,2.00,1.68
8/15/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6571.879824,5657.879824,2.05,2.35,1.03,2.48,1.00,1.95,1.48
8/16/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6544.163114,6789.163114,1.04,2.69,1.69,2.67,1.01,2.35,1.68
8/17/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6294.137001,6967.137001,1.99,1.69,2.61,2.99,1.64,2.43,2.03
8/18/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6375.990064,7014.990064,2.68,2.19,1.12,2.51,1.09,1.94,1.51
8/19/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6316.289977,5320.289977,1.99,1.94,1.66,2.09,1.61,1.90,1.75
8/20/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6604.584368,6592.584368,1.54,2.29,2.50,2.09,1.49,2.29,1.89
8/21/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6344.431589,5414.431589,1.99,2.29,0.88,2.09,0.85,1.75,1.30
8/22/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6287.722109,7168.722109,2.16,3.04,1.65,2.07,1.60,2.25,1.93
8/23/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6493.667563,6215.667563,1.74,2.29,2.59,2.09,1.69,2.32,2.01
8/24/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6618.107162,7360.107162,2.19,1.43,2.28,2.09,1.39,1.93,1.66
8/25/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6513.784796,6494.784796,2.15,2.76,1.40,2.09,1.36,2.08,1.72
8/26/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6626.049844,7583.049844,2.24,1.34,2.31,1.32,1.28,1.66,1.47
8/27/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6374.676745,5895.676745,2.50,1.36,0.79,2.22,0.77,1.46,1.11
8/28/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6366.045063,6560.045063,2.35,2.53,1.69,2.01,1.64,2.08,1.86
8/29/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6280.58469,5870.58469,1.99,2.29,1.69,2.47,1.64,2.15,1.89
8/30/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6616.857783,7257.857783,1.99,2.29,1.55,2.16,1.50,2.00,1.75
8/31/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6498.190728,6864.190728,1.27,1.84,2.51,2.09,1.23,2.15,1.69
9/1/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6334.17546,5560.17546,2.79,1.70,1.69,2.09,1.64,1.83,1.73
9/2/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6572.071101,7119.071101,2.74,1.81,1.76,2.10,1.71,1.89,1.80
9/3/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6646.91721,6263.91721,1.83,1.89,2.03,2.09,1.78,2.00,1.89
9/4/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6293.982315,6497.982315,1.66,2.29,2.58,2.09,1.61,2.32,1.97
9/5/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6642.428009,7533.428009,1.99,2.29,1.43,2.09,1.39,1.94,1.66
9/6/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6658.602995,7017.602995,1.99,2.29,2.10,2.09,1.93,2.16,2.05
9/7/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6249.881485,7136.881485,1.88,2.86,2.14,2.83,1.82,2.61,2.22
9/8/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6584.849407,6937.849407,1.99,2.72,2.44,2.19,1.93,2.45,2.19
9/9/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6514.234538,6526.234538,1.99,2.18,1.69,1.92,1.64,1.93,1.78
9/10/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6405.642676,5765.642676,1.99,2.29,1.36,2.09,1.32,1.91,1.62
9/11/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6659.692926,5810.692926,1.33,1.96,1.32,2.49,1.28,1.92,1.60
9/12/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6293.281584,5501.281584,1.99,2.74,1.89,2.09,1.83,2.24,2.04
9/13/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6490.175772,7329.175772,2.41,3.26,1.21,2.09,1.17,2.19,1.68
9/14/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6608.244267,6284.244267,1.99,1.95,1.69,2.93,1.64,2.19,1.91
9/15/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6522.897968,5933.897968,1.99,2.29,1.77,2.72,1.72,2.26,1.99
9/16/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6545.274073,6749.274073,1.99,2.58,2.06,2.09,1.93,2.24,2.09
9/17/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6666.048379,6485.048379,1.99,2.29,1.69,2.09,1.64,2.02,1.83
9/18/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6642.285048,6151.285048,1.45,1.52,1.11,2.09,1.08,1.57,1.33
9/19/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6540.259521,6611.259521,2.21,1.56,1.11,2.31,1.08,1.66,1.37
9/20/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6455.450869,6237.450869,1.99,2.75,1.21,1.60,1.17,1.85,1.51
9/21/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6544.511298,6062.511298,2.37,2.82,0.75,2.09,0.73,1.89,1.31
9/22/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6655.848896,6339.848896,1.99,2.91,1.69,2.70,1.64,2.43,2.04
9/23/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6394.420207,7177.420207,1.48,1.66,1.99,1.27,1.23,1.64,1.44
9/24/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6574.138578,6186.138578,2.15,3.18,1.81,2.09,1.76,2.36,2.06
9/25/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6284.590967,6745.590967,1.99,2.62,1.69,1.33,1.29,1.88,1.59
9/26/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6345.158815,6496.158815,2.27,3.03,1.61,2.09,1.56,2.24,1.90
9/27/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6352.269289,5954.269289,1.99,2.33,1.04,2.09,1.01,1.82,1.41
9/28/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6471.342494,6742.342494,1.62,2.73,2.09,2.70,1.57,2.51,2.04
9/29/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6497.521078,6825.521078,2.05,3.14,1.44,1.44,1.40,2.01,1.70
9/30/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6500.940364,7005.940364,2.21,2.29,1.79,2.09,1.74,2.06,1.90
10/1/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6378.117182,5693.117182,2.82,1.58,1.69,1.51,1.46,1.59,1.53
10/2/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6658.881456,7610.881456,2.45,2.29,2.42,2.78,2.22,2.50,2.36
10/3/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6614.051846,6597.051846,2.96,2.29,2.23,1.66,1.61,2.06,1.84
10/4/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6623.031974,7085.031974,2.44,2.29,1.30,2.09,1.26,1.89,1.58
10/5/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6712.288998,6893.288998,1.39,3.27,2.25,1.89,1.35,2.47,1.91
10/6/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6574.547592,6973.547592,2.12,1.70,1.69,1.46,1.42,1.62,1.52
10/7/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6615.904909,6168.904909,2.22,2.39,2.27,2.72,2.15,2.46,2.31
10/8/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6681.290045,7306.290045,2.31,2.75,1.69,2.85,1.64,2.43,2.03
10/9/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6476.410717,5809.410717,2.62,2.29,1.69,2.80,1.64,2.26,1.95
10/10/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6518.439248,6262.439248,1.99,2.29,0.93,1.44,0.90,1.55,1.23
10/11/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6416.001831,6600.001831,2.29,1.93,1.79,1.48,1.44,1.73,1.58
10/12/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6565.902074,6983.902074,2.15,2.46,2.17,2.09,2.03,2.24,2.13
10/13/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6649.096422,6329.096422,2.20,3.21,1.08,2.09,1.05,2.13,1.59
10/14/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6640.557395,5964.557395,2.73,1.96,2.39,2.09,1.90,2.15,2.02
10/15/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6498.869918,7344.869918,1.75,2.89,2.44,1.32,1.28,2.22,1.75
10/16/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6721.393106,6120.393106,1.99,1.44,1.74,2.09,1.40,1.76,1.58
10/17/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6617.342323,7372.342323,1.99,2.29,2.20,2.03,1.93,2.17,2.05
10/18/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6671.348778,7483.348778,2.21,2.29,1.69,2.80,1.64,2.26,1.95
10/19/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6534.866691,6628.866691,1.99,1.69,1.69,2.09,1.64,1.82,1.73
10/20/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6472.702399,5802.702399,2.24,3.06,0.72,2.09,0.70,1.96,1.33
10/21/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6587.839088,5998.839088,1.99,3.28,1.69,1.73,1.64,2.23,1.94
10/22/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6355.050689,5709.050689,1.68,2.48,1.69,1.39,1.35,1.85,1.60
10/23/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6303.344883,6367.344883,1.24,2.15,1.16,2.09,1.13,1.80,1.46
10/24/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6364.335731,5745.335731,1.99,2.34,1.69,1.72,1.64,1.92,1.78
10/25/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6471.286237,6147.286237,1.25,2.40,1.02,2.69,0.99,2.04,1.51
10/26/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6595.771073,5798.771073,1.80,2.80,1.69,2.09,1.64,2.19,1.92
10/27/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6381.005201,7096.005201,1.99,2.29,1.69,2.09,1.64,2.02,1.83
10/28/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6680.369054,6999.369054,1.08,2.50,2.13,2.09,1.05,2.24,1.64
10/29/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6282.567325,7094.567325,2.14,2.71,1.69,3.05,1.64,2.48,2.06
10/30/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6604.961149,6455.961149,1.78,2.29,1.69,2.45,1.64,2.14,1.89
10/31/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6624.340805,5821.340805,1.53,1.87,1.01,1.97,0.98,1.62,1.30
11/1/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6562.440242,6514.440242,1.99,2.65,2.09,2.09,1.93,2.28,2.10
11/2/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6675.656784,6293.656784,1.24,1.91,1.69,2.48,1.20,2.03,1.61
11/3/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6674.233448,6189.233448,1.99,2.29,0.75,1.11,0.73,1.38,1.06
11/4/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6299.803349,6445.803349,1.64,2.29,1.69,2.54,1.59,2.17,1.88
11/5/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6597.682278,6349.682278,1.99,1.38,1.69,2.09,1.34,1.72,1.53
11/6/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6693.137534,6556.137534,1.99,2.24,1.69,2.09,1.64,2.01,1.82
11/7/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6487.59672,5589.59672,1.81,2.31,1.69,1.23,1.19,1.74,1.47
11/8/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6724.05679,5733.05679,2.45,2.29,1.69,2.11,1.64,2.03,1.83
11/9/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6577.153541,6539.153541,1.54,2.29,1.12,2.09,1.09,1.83,1.46
11/10/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6653.083201,5795.083201,2.57,2.90,1.69,2.70,1.64,2.43,2.03
11/11/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6265.73672,7054.73672,1.07,1.88,1.66,1.17,1.04,1.57,1.30
11/12/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6657.841191,5913.841191,2.48,2.41,1.30,2.09,1.26,1.93,1.60
11/13/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6724.088884,7615.088884,1.99,2.67,1.69,1.66,1.61,2.01,1.81
11/14/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6664.500217,7198.500217,1.99,2.29,1.94,2.09,1.88,2.11,1.99
11/15/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6634.138633,7080.138633,2.27,2.29,1.46,2.89,1.42,2.21,1.81
11/16/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6483.348126,5825.348126,1.99,2.29,1.69,2.09,1.64,2.02,1.83
11/17/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6344.288711,6281.288711,1.89,2.68,1.32,1.16,1.13,1.72,1.42
11/18/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6354.185617,6019.185617,2.92,2.10,1.69,2.82,1.64,2.20,1.92
11/19/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6588.217353,7027.217353,1.17,1.63,0.89,3.08,0.86,1.87,1.36
11/20/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6628.431754,6640.431754,2.72,2.07,1.37,2.48,1.33,1.97,1.65
11/21/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6371.76832,6167.76832,2.53,2.29,1.20,2.09,1.16,1.86,1.51
11/22/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6634.924419,7181.924419,2.23,2.29,1.69,2.73,1.64,2.24,1.94
11/23/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6577.884178,7252.884178,1.99,3.15,1.69,1.88,1.64,2.24,1.94
11/24/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6491.673079,6500.673079,1.99,2.69,1.42,2.90,1.38,2.34,1.86
11/25/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6424.519739,5914.519739,1.47,2.29,1.88,2.09,1.43,2.09,1.76
11/26/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6340.992809,6268.992809,2.79,3.07,1.38,2.09,1.34,2.18,1.76
11/27/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6706.317075,6721.317075,1.85,1.53,1.58,2.09,1.48,1.73,1.61
11/28/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6571.300678,6171.300678,1.99,2.51,1.69,2.09,1.64,2.10,1.87
11/29/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6478.669347,6746.669347,1.54,2.29,2.61,2.52,1.49,2.47,1.98
11/30/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6348.661994,5602.661994,1.29,2.74,2.63,2.09,1.25,2.49,1.87
12/1/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6579.110643,6999.110643,2.75,2.05,2.28,2.09,1.99,2.14,2.06
12/2/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6354.800242,5487.800242,2.45,2.29,0.75,2.90,0.73,1.98,1.35
12/3/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6440.812833,6658.812833,2.30,1.87,1.12,1.68,1.09,1.56,1.32
12/4/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6283.521181,6371.521181,2.43,2.29,0.97,2.09,0.94,1.78,1.36
12/5/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6566.439127,7171.439127,2.72,2.29,1.69,1.87,1.64,1.95,1.79
12/6/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6481.240037,5669.240037,1.99,1.71,2.47,2.52,1.66,2.23,1.95
12/7/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6494.498087,5722.498087,2.61,2.29,1.69,2.48,1.64,2.15,1.90
12/8/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6326.612283,6535.612283,1.96,2.34,1.82,2.70,1.77,2.29,2.03
12/9/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6503.747293,7401.747293,2.49,2.29,2.43,2.09,2.03,2.27,2.15
12/10/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6336.889539,6656.889539,2.66,3.03,1.48,1.55,1.44,2.02,1.73
12/11/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6365.259839,6286.259839,1.99,3.20,2.45,2.97,1.93,2.87,2.40
12/12/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6591.087473,7505.087473,2.19,1.67,1.45,1.76,1.41,1.63,1.52
12/13/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6397.487484,7057.487484,2.88,2.63,1.69,2.46,1.64,2.26,1.95
12/14/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6485.430695,5807.430695,1.99,2.77,1.69,2.09,1.64,2.18,1.91
12/15/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6668.085018,7461.085018,1.70,3.00,1.69,2.58,1.64,2.42,2.03
12/16/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6680.723376,6570.723376,1.75,2.27,1.69,1.94,1.64,1.97,1.80
12/17/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6556.674011,5815.674011,2.84,1.94,1.69,2.99,1.64,2.21,1.92
12/18/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6321.825607,7281.825607,1.99,2.29,1.69,2.82,1.64,2.27,1.95
12/19/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6443.508977,5471.508977,1.84,2.68,0.81,2.24,0.79,1.91,1.35
12/20/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6660.798762,6572.798762,1.99,1.72,2.32,2.67,1.67,2.24,1.95
12/21/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6601.49795,7535.49795,1.99,2.14,1.69,1.89,1.64,1.91,1.77
12/22/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6499.845618,6931.845618,1.21,2.58,1.69,2.15,1.17,2.14,1.66
12/23/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6269.275063,6716.275063,1.51,3.12,1.20,2.09,1.16,2.14,1.65
12/24/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6337.824614,5844.824614,1.99,2.55,2.09,1.77,1.72,2.14,1.93
12/25/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6500.517089,6338.517089,2.82,2.29,2.50,2.09,2.03,2.29,2.16
12/26/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6673.690068,6356.690068,1.99,2.54,1.69,2.40,1.64,2.21,1.92
12/27/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6705.491724,7507.491724,2.85,1.33,2.04,2.09,1.29,1.82,1.56
12/28/20,UNILEVER PERFUMARIA,SABONETE EM BARRA,183740,6643.99053,6982.99053,1.68,1.78,0.97,2.09,0.94,1.61,1.28
